person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
28,33000,OWN,1.0,PERSONAL,D,7500,15.31,0.23,N,10,case_0086,0,0.6707739476173739,4652.770792481953,1670.0,reject,reject,"Applicant case_0086 was reject by the profit-based decision layer. The predicted default probability is 0.671. The decision score is 4652.77, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0.07,Y,4,case_0087,0,0.21420109517573116,378.0956878839801,1670.0,approve,approve,"Applicant case_0087 was approve by the profit-based decision layer. The predicted default probability is 0.214. The decision score is 378.10, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,300000,MORTGAGE,12.0,EDUCATION,C,10125,15.23,0.03,N,6,case_0088,0,0.07406666035283567,-677.898996163703,1670.0,approve,approve,"Applicant case_0088 was approve by the profit-based decision layer. The predicted default probability is 0.074. The decision score is -677.90, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,,0.1,N,3,case_0089,0,0.06721897662298848,-705.8731569229017,1670.0,approve,approve,"Applicant case_0089 was approve by the profit-based decision layer. The predicted default probability is 0.067. The decision score is -705.87, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,60000,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.17,N,4,case_0090,0,0.07933923231766633,294.39418709283854,1670.0,approve,approve,"Applicant case_0090 was approve by the profit-based decision layer. The predicted default probability is 0.079. The decision score is 294.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,90000,MORTGAGE,6.0,MEDICAL,B,9500,,0.11,N,3,case_0091,0,0.17170386801381576,766.4041695310741,1670.0,approve,approve,"Applicant case_0091 was approve by the profit-based decision layer. The predicted default probability is 0.172. The decision score is 766.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,56888,RENT,8.0,HOMEIMPROVEMENT,D,8000,16.29,0.14,N,5,case_0092,0,0.9215016666858682,7269.714305511969,1670.0,reject,reject,"Applicant case_0092 was reject by the profit-based decision layer. The predicted default probability is 0.922. The decision score is 7269.71, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
43,90000,RENT,9.0,MEDICAL,C,18000,13.11,0.2,N,12,case_0093,0,0.43290597956954796,6454.079162840083,1670.0,reject,approve,"Applicant case_0093 was reject by the profit-based decision layer. The predicted default probability is 0.433. The decision score is 6454.08, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,46000,RENT,6.0,EDUCATION,A,14000,8.49,0.3,N,4,case_0094,0,0.5032093462594841,6454.4454765968,1670.0,reject,reject,"Applicant case_0094 was reject by the profit-based decision layer. The predicted default probability is 0.503. The decision score is 6454.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,125000,RENT,8.0,EDUCATION,D,7500,,0.06,N,5,case_0095,0,0.5739793352704315,3953.69748162489,1670.0,reject,reject,"Applicant case_0095 was reject by the profit-based decision layer. The predicted default probability is 0.574. The decision score is 3953.70, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
39,45000,MORTGAGE,4.0,VENTURE,A,8625,,0.19,N,13,case_0096,0,0.15409645194578547,527.2604986261605,1670.0,approve,approve,"Applicant case_0096 was approve by the profit-based decision layer. The predicted default probability is 0.154. The decision score is 527.26, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,22188,RENT,9.0,EDUCATION,A,11500,8.49,0.52,N,5,case_0097,1,0.9578726288468147,10974.404172912957,1670.0,reject,reject,"Applicant case_0097 was reject by the profit-based decision layer. The predicted default probability is 0.958. The decision score is 10974.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,24000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.49,0.25,Y,3,case_0098,0,0.7484432273343662,4287.049312210634,1670.0,reject,reject,"Applicant case_0098 was reject by the profit-based decision layer. The predicted default probability is 0.748. The decision score is 4287.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
35,153660,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,7.9,0.16,N,10,case_0099,0,0.06386062959279205,-242.26513606505682,1670.0,approve,approve,"Applicant case_0099 was approve by the profit-based decision layer. The predicted default probability is 0.064. The decision score is -242.27, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,44307,RENT,6.0,HOMEIMPROVEMENT,B,10000,11.36,0.23,N,2,case_0100,1,0.6935127022251754,6586.957451979552,1670.0,reject,reject,"Applicant case_0100 was reject by the profit-based decision layer. The predicted default probability is 0.694. The decision score is 6586.96, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,100000,RENT,1.0,MEDICAL,B,15000,9.88,0.15,N,9,case_0101,0,0.2447040087179866,2551.211471689855,1670.0,reject,approve,"Applicant case_0101 was reject by the profit-based decision layer. The predicted default probability is 0.245. The decision score is 2551.21, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,80000,MORTGAGE,11.0,VENTURE,A,5000,8.0,0.06,N,10,case_0102,0,0.04175497063030608,-174.52315859634712,1670.0,approve,approve,"Applicant case_0102 was approve by the profit-based decision layer. The predicted default probability is 0.042. The decision score is -174.52, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0.27,N,2,case_0103,0,0.5336662121288822,3609.991586404404,1670.0,reject,reject,"Applicant case_0103 was reject by the profit-based decision layer. The predicted default probability is 0.534. The decision score is 3609.99, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
39,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12000,14.72,0.27,N,15,case_0104,0,0.7010122291641445,7884.014751565279,1670.0,reject,reject,"Applicant case_0104 was reject by the profit-based decision layer. The predicted default probability is 0.701. The decision score is 7884.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,60000,MORTGAGE,7.0,VENTURE,B,15850,11.11,0.26,N,3,case_0105,0,0.22085323973228285,2128.4970494646514,1670.0,reject,approve,"Applicant case_0105 was reject by the profit-based decision layer. The predicted default probability is 0.221. The decision score is 2128.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,137400,RENT,4.0,EDUCATION,C,3000,13.06,0.02,N,2,case_0106,1,0.17547991455485143,203.3927741871451,1670.0,approve,approve,"Applicant case_0106 was approve by the profit-based decision layer. The predicted default probability is 0.175. The decision score is 203.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,42000,RENT,4.0,PERSONAL,A,10000,5.42,0.24,N,3,case_0107,0,0.41786879408633093,3863.172827258101,1670.0,reject,approve,"Applicant case_0107 was reject by the profit-based decision layer. The predicted default probability is 0.418. The decision score is 3863.17, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,49000,RENT,11.0,DEBTCONSOLIDATION,B,25000,11.36,0.51,N,5,case_0108,1,0.9390512435337656,23303.18661998003,1670.0,reject,reject,"Applicant case_0108 was reject by the profit-based decision layer. The predicted default probability is 0.939. The decision score is 23303.19, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,24000,RENT,0.0,DEBTCONSOLIDATION,C,4000,12.87,0.17,N,10,case_0109,0,0.7121960343739471,2700.6226559914962,1670.0,reject,reject,"Applicant case_0109 was reject by the profit-based decision layer. The predicted default probability is 0.712. The decision score is 2700.62, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,47600,MORTGAGE,6.0,EDUCATION,B,23800,12.42,0.5,N,9,case_0110,0,0.8081830269740914,18667.75274239771,1670.0,reject,reject,"Applicant case_0110 was reject by the profit-based decision layer. The predicted default probability is 0.808. The decision score is 18667.75, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,87200,MORTGAGE,0.0,VENTURE,A,10000,6.92,0.11,N,3,case_0111,0,0.04156870047930919,-247.54745447522612,1670.0,approve,approve,"Applicant case_0111 was approve by the profit-based decision layer. The predicted default probability is 0.042. The decision score is -247.55, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
36,156326,RENT,10.0,HOMEIMPROVEMENT,A,1800,8.0,0.01,N,16,case_0112,0,0.16963895927820996,185.7781368368402,1670.0,approve,approve,"Applicant case_0112 was approve by the profit-based decision layer. The predicted default probability is 0.170. The decision score is 185.78, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,60000,RENT,1.0,DEBTCONSOLIDATION,A,6000,,0.1,N,2,case_0113,0,0.2975575915619829,1322.1550252478692,1670.0,approve,approve,"Applicant case_0113 was approve by the profit-based decision layer. The predicted default probability is 0.298. The decision score is 1322.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,56000,RENT,2.0,DEBTCONSOLIDATION,B,5000,,0.09,N,4,case_0114,0,0.3447185402592413,1363.5155391686596,1670.0,approve,approve,"Applicant case_0114 was approve by the profit-based decision layer. The predicted default probability is 0.345. The decision score is 1363.52, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,66000,RENT,11.0,DEBTCONSOLIDATION,D,6000,,0.09,N,8,case_0115,1,0.8237617085433216,4826.3587218733965,1670.0,reject,reject,"Applicant case_0115 was reject by the profit-based decision layer. The predicted default probability is 0.824. The decision score is 4826.36, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
34,41979,MORTGAGE,14.0,EDUCATION,C,8150,15.23,0.19,N,10,case_0116,0,0.404002597529874,2552.8423740394414,1670.0,reject,approve,"Applicant case_0116 was reject by the profit-based decision layer. The predicted default probability is 0.404. The decision score is 2552.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,68000,MORTGAGE,11.0,MEDICAL,D,25000,15.65,0.31,N,2,case_0117,1,0.8747416372397544,21378.467586694398,1670.0,reject,reject,"Applicant case_0117 was reject by the profit-based decision layer. The predicted default probability is 0.875. The decision score is 21378.47, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,60000,RENT,4.0,EDUCATION,B,12000,9.99,0.2,N,4,case_0118,0,0.324983691811598,3090.5947514829195,1670.0,reject,approve,"Applicant case_0118 was reject by the profit-based decision layer. The predicted default probability is 0.325. The decision score is 3090.59, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
